35700150746200100032-LL1	MADLL1			Callejón del Mellizo	MADRID	28005	ES				SameDay Drop off	40.4078729,-3.7089134				28004			1
35700155063300100034-LL1	MADLL1			Calle de Palos de la Frontera	MADRID	28012	ES				SameDay Drop off	40.403026879509,-3.69890637001152				28004			1
35700155716800100034-LL1	MADLL1			Calle de Guzmán el Bueno	MADRID	28015	ES				SameDay Drop off	40.4350399926468,-3.7130199948852				28004			1
35700156156000100035-LL1	MADLL1			Calle de Embajadores	MADRID	28012	ES				SameDay Drop off	40.4046138,-3.7018796				28004			1
35700157021700100038-LL1	MADLL1			Calle del Espíritu Santo	MADRID	28004	ES				SameDay Drop off	40.4254618,-3.7043909				28004			1
35700158696000100034-LL1	MADLL1			Calle de Galileo	MADRID	28015	ES				SameDay Drop off	40.4309974,-3.7109083				28004			1
35700159938700100037-LL1	MADLL1			Calle de Blasco de Garay	MADRID	28015	ES				SameDay Drop off	40.4373534,-3.7111411				28004			1
35700160440500100033-LL1	MADLL1			Calle de San Bernabé	MADRID	28005	ES				SameDay Drop off	40.4089448,-3.714893				28004			1
35700160507900100039-LL1	MADLL1			Calle de Blasco de Garay	MADRID	28015	ES				SameDay Drop off	40.4361183,-3.7111066				28004			1
35700160608800100034-LL1	MADLL1			Calle de Joaquín María López	MADRID	28015	ES				SameDay Drop off	40.4380245,-3.7148732				28004			1
35700186249100100034-LL1	MADLL1			Calle de Santa Clara	MADRID	28013	ES				SameDay Drop off	40.4174283,-3.7107948				28004			1
35700186291000100034-LL1	MADLL1			Cuesta de Santo Domingo	MADRID	28013	ES				SameDay Drop off	40.4194403,-3.7095663				28004			1
35700187040300200031-LL1	MADLL1			Calle de Amaniel	MADRID	28015	ES				SameDay Drop off	40.4280453,-3.7093622				28004			1
35700187040300100034-LL1	MADLL1			Calle de Amaniel	MADRID	28015	ES				SameDay Drop off	40.4280453,-3.7093622				28004			1
35700188620100100039-LL1	MADLL1			Calle de Arganzuela	MADRID	28005	ES				SameDay Drop off	40.4084894,-3.7100741				28004			1
35700189361800100033-LL1	MADLL1			Paseo de la Esperanza	MADRID	28005	ES				SameDay Drop off	40.4022400129597,-3.70513002560713				28004			1
35700195738700100035-LL1	MADLL1			Calle del Conde Duque	MADRID	28015	ES				SameDay Drop off	40.429398,-3.7093423				28004			1
35700196195200100030-LL1	MADLL1			Calle de Palos de la Frontera	MADRID	28012	ES				SameDay Drop off	40.4032366,-3.6984362				28004			1
35700196271100100032-LL1	MADLL1			Calle de Ercilla	MADRID	28005	ES				SameDay Drop off	40.4008886,-3.7015373				28004			1
35700196941500100030-LL1	MADLL1			Calle de Fernández de los Ríos	MADRID	28015	ES				SameDay Drop off	40.435486,-3.7152368				28004			1
35700196956200100037-LL1	MADLL1			Calle de las Naves	MADRID	28005	ES				SameDay Drop off	40.3991969,-3.7069834				28004			1
35700197149100100033-LL1	MADLL1			Calle de Chinchilla	MADRID	28013	ES				SameDay Drop off	40.4193376,-3.7040793				28004			1
35700197420100100033-LL1	MADLL1			Plaza del Campillo del Mundo Nuevo	MADRID	28005	ES				SameDay Drop off	40.4066965,-3.7080231				28004			1
35700199255700100033-LL1	MADLL1			Calle de Galileo	MADRID	28015	ES				SameDay Drop off	40.4381326,-3.710135				28004			1
35700199781800100036-LL1	MADLL1			Calle de la Arquitectura	MADRID	28005	ES				SameDay Drop off	40.3994000146163,-3.70212997482258				28004			1
35700199871400100038-LL1	MADLL1			Calle de las Peñuelas	MADRID	28005	ES				SameDay Drop off	40.4005962,-3.7019733				28004			1
35700201136000100036-LL1	MADLL1			Calle del Conde Duque	MADRID	28015	ES				SameDay Drop off	40.429398,-3.7093423				28004			1
35700202805400100036-LL1	MADLL1			Calle de la Palma	MADRID	28015	ES				SameDay Drop off	40.4268913,-3.7091167				28004			1
35700203349700100031-LL1	MADLL1			Calle de Fernández de los Ríos	MADRID	28015	ES				SameDay Drop off	40.4353955,-3.711959				28004			1
35700203355500100034-LL1	MADLL1			Calle de Guzmán el Bueno	MADRID	28015	ES				SameDay Drop off	40.4380572,-3.7126132				28004			1
